Index,Category,Condition,Paragraphe,Adapt_Poso,Anticholinergiques selon l'ANSM,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Pregabaline [LYRICA],Contrôle des indications :,Antécédent d’épilepsie (ou co-prescription d’antiépileptiques) :,Prise en charge de l’épilepsie partielle en association avec [Mettre l’antiépileptique associé]. A reprendre.,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Pregabaline [LYRICA],Contrôle des indications :,Antécédent de douleurs neuropathiques :,Prise en charge de douleurs neurogènes. Médicament à l’origine de confusions et de désorientations de manière fréquente (entre 1 et 10% des patients). Médicament sujet à la dépendance (prévoir un arrêt progressif).,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Pregabaline [LYRICA],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour insuffisance respiratoire :,Attention ! Médicament aggravant l’insuffisance respiratoire.,(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Primidone [MYSOLINE],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Promethazine [PHENERGAN 25 mg],Contrôle des indications :,Antécédent d'insomnie :,"Prise en charge de l’insomnie occasionnelle ou transitoire. Médicament anticholinergique, antidopaminergique, antiadrénergique et antihistaminique centrale déconseillée chez les sujets âgés qui, du fait de leur plus grande sensibilité, présentent un risque accru d'hypotension orthostatique, de vertiges, de sédation, de confusion, d'effets extrapyramidaux avec troubles de la marche, le tout majorant le risque de chute. Privilégier les Z-drugs  (zolpidem ou zopiclone). Prescription max 4 semaines.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de la promethazine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de la promethazine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgences pour globe vésical. Préconiser l’arrêt de la promethazine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,3,3,1,1,1,0,0,0,1,1
Promethazine [PHENERGAN 25 mg],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la promethazine. À réévaluer.,(À TRAITER),1,3,0,1,1,1,0,0,0,1,1
Propranolol,,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Quetiapine [XEROQUEL],Contrôle des indications :,AVEC Antécédent de schizophrénie ou trouble bipolaire ou trouble dépressif majeur :,"Prise en charge de la schizophrénie ou des épisodes maniaques du trouble bipolaire ou d’un trouble dépressif majeur. Médicament sujet à l’hypotension orthostatique et, par conséquent, de chute (Vigilance). Médicament sédatif (antagoniste H1 central) et anticholinergique à prendre en compte chez le sujet âgé. Médicament responsable de désordres métaboliques : hyperglycémie, dyslipidémie et prise de poids à surveiller.  A poursuivre.",(À TRAITER),1,3,2,0,1,0,0,0,0,1,1
Quetiapine [XEROQUEL],Contrôle des indications :,SANS Antécédent de schizophrénie ou trouble bipolaire ou trouble dépressif majeur :,"Pas d’antécédent de schizophrénie ou trouble bipolaire dans le dossier médical. Rappel : les antipsychotiques exposent à un risque accru d’AVC, d’hypotension orthostatique et syndrome extrapyramidal avec risque de chute et sont responsables d’un taux plus élevé de déclin cognitif et de mortalité chez les sujets atteints de démence. A éviter pour les problèmes comportementaux de la démence ou du délire, à moins que la personne âgée menace de se faire du mal ou d’en faire aux autres.",(À TRAITER),1,3,2,0,1,0,0,0,0,1,1
Quetiapine [XEROQUEL],Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,2,0,1,0,0,0,0,1,1
Quinidine [QUINIMAX],,(À TRAITER),(À TRAITER),(À TRAITER),1,1,0,0,0,0,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des indications :,Sans antécédent AVEC prescription de Aspirine faible dose :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Pour rappel, le Kardegic n’est pas considéré comme AINS à la posologie AAP. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des indications :,Sans antécédent AVEC prescription d’un AAP en monothérapie sauf Aspirine faible dose :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Pour rappel, la monothérapie antiaggrégant plaquettaire n’est pas une indication à l’instauration d’un IPP. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des indications :,Sans antécédent SANS prescription d'antiaggrégant plaquettaire :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des indications :,Avec antécédent de RGO sans œsophagite :,"Dans le RGO sans œsophagite, les IPP sont indiqués uniquement pour 4 semaines max. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des indications :,"Avec indication au long cours (Prévention RGO en présence d’œsophagite, Bithérapie antiaggrégant plaquettaire, Traitement d’entretien de l’ulcère duodénal, Hernie Hiatal, Syndrome de Zollinger-Ellison, Corticothérapie au long cours avec épigastralgie) :","[Prévention de RGO en présence d’œsophagite./Traitement d’entretien de l’ulcère duodénal. / Prise en charge du syndrome de Zollinger-Ellison./ Traitement des épigastralgies lors d’un traitement par corticothérapie au long cours.] A reprendre. Attention prendre en compte et anticiper les effets indésirables importants des IPP au long cours : ostéoporose, hypomagnésémie, diarrhée associée à C. difficile, carence en vitamine B12, infections pulmonaires…",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rabeprazole [PARIET],Contrôle des intéractions médicamenteuses :,Co-prescription méthotrexate > 20 mg/semaine :,Attention ! Risque d’augmentation de la toxicité du méthotrexate par diminution de son élimination rénale par le rabéprazole.,(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Racecadotril [TIORPHAN],Contrôle des indications :,Antécédent de diarrhée :,Prise en charge de la diarrhée. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Racecadotril [TIORPHAN],Contrôle des intéractions médicamenteuses :,"Co-prescription de Gliptines, Inhibiteurs de mTOR ou IEC :",Attention ! L’association entre le racécadotril et [Gliptines/Inhibiteurs de mTOR/IEC] est déconseillée (Thésaurus de l’ANSM 2020) et à risque de majoration de la survenue d’une réaction vasculaire à type d’angio-oedème de la face et du cou pouvant être fatale. Privilégier la diosméctite (SMECTA).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,"Antécédent d’HTA (seul ou en association fixe COTRIATEC, PREMINOR) :",Prise en charge de l’HTA. Attention médicament hyperkaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,Antécédent d’insuffisance cardiaque :,Prise en charge de l’insuffisance cardiaque. Attention médicament hyperkaliémiant.  A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,Antécédent d’infarctus du myocarde :,Traitement médicamenteux post-infarctus (Protocole BASIC). Attention médicament hyperkaliémiant.  A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,Antécédent de cardiopathie ischémique autre qu’infarctus du myocarde :,Traitement de réduction de la morbimortalité cardiovasculaire chez les patients présentant une maladie cardiovasculaire athérothrombotique manifeste. Attention médicament hyperkaliémiant.  A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,Antécédent de diabète avec au moins 1 facteur de risque cardiovasculaire :,Traitement de réduction de la morbimortalité cardiovasculaire chez les patients présentant un diabète avec au moins 1  facteur de risque cardiovasculaire. Attention médicament hyperkaliémiant.  A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des indications :,ATCD de néphropathie glomérulaire diabètique microalbuminurique ou macroalbuminurique OU non-diabétique manifeste (Glomerulonéphrite) :,Prise en charge de la néphropathie glomérulaire [diabètique/ non-diabétique telle que définie par une macroprotéinurie supérieur ou égale à 3 g/jour]. Attention médicament hyperkaliémiant.  A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des intéractions médicamenteuses :,Co-prescription de Lithium :,La vasodilatation de l’artériole rénale efférente par l’énalapril est responsable d’une insuffisance rénale pouvant augmenter les concentrations de lithium et mener à un surdosage faisant ainsi l’objet d’une ASSOCIATION DECONSEILLEE entre l’énalapril et le lithium (Thésaurus de l’ANSM 2020).,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des intéractions médicamenteuses :,"Co-prescription de AINS, Colchicine et Digoxine :",La vasodilatation de l’artériole rénale efférente par l’énalapril est responsable d’une insuffisance rénale nécessitant une précaution d’emploi avec [la digoxine/la colchicine/les AINS].,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des intéractions médicamenteuses :,"Co-prescription de Gliptines, Inhibiteurs de mTOR ou Racécadotril :",Attention ! L’association entre le ramipril et [Gliptines/Inhibiteurs de mTOR/Racécadotril] est déconseillée (Thésaurus de l’ANSM 2020) et à risque de majoration de la survenue d’une réaction vasculaire à type d’angio-oedème de la face et du cou pouvant être fatale. Il convient de rechercher des antécédents de survenue de cet effet et de mesurer la nécessité de cette association.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Ramipril [TRIATEC],Contrôle des intéractions médicamenteuses :,Co-prescription d’un ARA II :,"Attention ! Co-prescription d’un autre médicament inhibant le système rénine-angiotensine : [Nom du médicament]. Risque d’insuffisance rénale et d’hyperkaliémie, d’hypotension et de syncopes, sans effet bénéfique prouvé sur la réduction de la mortalité cardio‐vasculaire. ",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Rasagiline [AZILECT],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Repaglinide [NOVONORM],,Antécédent de Diabète de type 2 :,Risque d’hypoglycémies sévères et absence de preuve sur la réduction du risque cardio‐vasculaire. Aucune étude clinique réalisée chez les personnes âgées ≥ 75 ans dans le traitement du diabète de type 2.,(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Rivaroxaban [XARELTO],,Prévention AVC en cas de FA et posologie non adaptée :,"Attention, cette posologie n’est pas recommandée en cas de fibrillation auriculaire. La posologie est de 20 mg, une fois par jour, et de 15 mg, une fois par jour, en cas d’insuffisance rénale modérée ou sévère.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rivaroxaban [XARELTO],,Prévention AVC en cas de FA et posologie adaptée :,Prévention du risque cérébrovasculaire suite au diagnostic d’une fibrillation auriculaire. Posologie adaptée. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rivaroxaban [XARELTO],,"Prévention des  TVP ou d’EP, Posologie adaptée :",Prévention des récidives des évènements thromboemboliques sous forme de TVP ou d’EP. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rivaroxaban [XARELTO],,"Prévention des  TVP ou d’EP, Posologie non adaptée :","Attention, cette posologie n’est pas recommandée dans la prévention des récidives des évènements thromboemboliques sous forme de TVP ou d’EP. [Expliquer pourquoi]",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rivaroxaban [XARELTO],,Rappel des interactions médicamenteuses :,"Association déconseillée avec le rivaroxaban : AINS, Inducteurs enzymatiques anticonvulsivants, rifampicine, fluconazole et Inhibiteur puissant du 3A4 (voir liste thésaurus ANSM)",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rivastigmine [EXELON],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Rilmenidine [HYPERIUM],Contrôle des indications :,Antécédent d’HTA :,"Prise en charge de l’HTA. Risque majoré d’hypotension orthostatique, bradycardie, syncope et chutes. Risque de sédation, syndrome dépressif et constipation. A éviter chez le patient âgé. Préconiser un arrêt PROGRESSIF du traitement en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Rilmenidine [HYPERIUM],Contrôle des contre-indications et précautions d'emploi :,Antécédent de dépression ou co-prescription antidépresseur :,"Attention !  Ce médicament peut être responsable de syndrome dépressif qui fait l’objet d’une contre-indication en cas d’ « état dépressif grave ». En outre d’un risque majoré d’hypotension orthostatique, bradycardie, syncope et chutes. Préconiser un arrêt PROGRESSIF de ce traitement chez le patient âgé en privilégiant de compléter le traitement antihypertenseur par [un diurétique/un béta-bloquant/un inhibiteur calcique/un IEC]. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Rilmenidine [HYPERIUM],Contrôle des contre-indications et précautions d'emploi :,DFG < 15 ml/min :,"Attention ! Avec une DFG inférieur à 15 mL/min, le Rilménidine est contre-indiqué. Préconiser un arrêt PROGRESSIF du médicament.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Rilmenidine [HYPERIUM],Contrôle des intéractions médicamenteuses :,Co-prescription beta-bloquant indiqué dans l’insuffisance cardiaque :,"Attention ! Interaction faisant l’objet d’une ASSOCIATION DECONSEILLE [Thésaurus de l’ANSM, oct 2020] pour cause de diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciable en cas d’insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur. Préconiser un arrêt PROGRESSIF du Rilménidine.",(À TRAITER),0,0,0,0,1,1,0,0,0,0,0
Ropinirol [REQUIP / ADARTEL],Contrôle des indications :,Antécédent de Parkinson (ADARTEL) :,"Prise en charge de la maladie de Parkinson. Attention, médicament à l’origine d’endormissement brusque et d’hypotension orthostatique, et par conséquent, de chute. A prendre en compte. A poursuivre.",(À TRAITER),0,0,0,0,1,0,0,0,0,1,0
Ropinirol [REQUIP / ADARTEL],Contrôle des indications :,Prise uniquement le soir (REQUIL) :,"Prise en charge symptomatique du syndrome idiopathique des jambes sans repos modéré à sévère. Attention, médicament à l’origine d’hypotension orthostatique, et par conséquent, de chute. A prendre en compte. A poursuivre si besoin.",(À TRAITER),0,0,0,0,1,0,0,0,0,1,0
Rosuvastatine [CRESTOR],Contrôle des indications :,Prévention primaire (dyslipidémie) chez le plus de 80 ans :,"Absence de preuve formelle de l’efficacité des statines sur la réduction de la mortalité toutes causes chez les sujets âgés de plus de 80 ans à faible risque cardiovasculaire en prévention primaire. Effets indésirables musculo‐squelettiques (myalgies, myopathies, rhabdomyolyse), risque de diabète et d’atteintes hépatiques. Privilégier l’abstention thérapeutique.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rosuvastatine [CRESTOR],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Rotigotine [NEUPRO],Contrôle des indications :,Antécédent de Parkinson :,"Prise en charge de la maladie de Parkinson. Attention, médicament à l’origine d’endormissement brusque et d’hypotension orthostatique, et par conséquent, de chute. A prendre en compte. A poursuivre.",(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Rotigotine [NEUPRO],Contrôle des indications :,Prise uniquement le soir :,"Prise en charge symptomatique du syndrome idiopathique des jambes sans repos modéré à sévère. Attention, médicament à l’origine d’hypotension orthostatique, et par conséquent, de chute. A prendre en compte. A poursuivre si besoin.",(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Risedronate [ACTONEL],,Antécédent d'ostéoporose :,Prise en charge de l’ostéoporose. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Risperidone [RISPERDAL],Contrôle des indications :,AVEC Antécédent de schizophrénie ou trouble bipolaire :,"Prise en charge de la schizophrénie ou des épisodes maniaques du trouble bipolaire. Médicament sujet à l’hypotension orthostatique et, par conséquent, de chute (Vigilance). A poursuivre.",(À TRAITER),0,1,0,0,1,0,0,0,0,1,0
Risperidone [RISPERDAL],Contrôle des indications :,Pour le traitement de l’agressivité :,"Médicament sédatif et à l’origine d’hypotension orthostatique (activité alpha bloquante) et de syndrome extrapyramidal et, par conséquent, de chutes (effet indésirable fréquent). Rappel : Dans l'agressivité persistante, le traitement doit être de courte durée (jusqu'à 6 semaines) et est indiqué chez les patients présentant une démence d'Alzheimer modérée à sévère ne répondant pas aux approches non-pharmacologiques et lorsqu'il existe un risque de préjudice pour le patient lui-même ou les autres.",(À TRAITER),0,1,0,0,1,0,0,0,0,1,0
Risperidone [RISPERDAL],Contrôle des indications :,SANS Antécédent de schizophrénie ou trouble bipolaire :,"Pas d’antécédent de schizophrénie ou trouble bipolaire dans le dossier médical. Rappel : les antipsychotiques exposent à un risque accru d’AVC, d’hypotension orthostatique et syndrome extrapyramidal avec risque de chute et sont responsable d’un taux plus élevé de déclin cognitif et de mortalité chez les sujets atteints de démence. A éviter pour les problèmes comportementaux de la démence ou du délire, à moins qu'il existe un risque de préjudice pour le patient lui-même ou les autres.",(À TRAITER),0,1,0,0,1,0,0,0,0,1,0
Salbutamol [VENTOLINE / AIROMIR],Contrôle des posologies :,Prendre une bouffée en cas de crise :,Traitement de la crise d'asthme et/ou des exacerbations. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Salbutamol [VENTOLINE / AIROMIR],Contrôle des posologies :,Prendre une bouffée une ou plusieurs fois par jour :,"Traitement de la crise d'asthme et/ou des exacerbations. Avec une durée d'action de 15 min, le salbutamol est uniquement un traitement de crise. Si son utilisation est nécessaire plusieurs fois par semaine, préconiser l'instauration d'un traitement de fond avec un agoniste beta 2 à longue durée d'action (ex : ONBREZ).",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Scopolamine [SCOPODERM],,Si utilisé en tant qu’antiémétique :,"Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). A éviter chez la personne âgée. Si traitement pharmacologique nécessaire : dompéridone (< 30 mg/jour) si absence de contre‐indication. Traitement limité à 7 jours. ",(À TRAITER),1,3,3,0,0,1,0,0,0,0,0
Selegiline [DEPRENYL],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Fluticasone/Salmeterol [SERETIDE],Contrôle des indications :,Antécédent d’asthme :,Traitement de fond de l'asthme. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Fluticasone/Salmeterol [SERETIDE],Contrôle des indications :,Antécédent de BPCO avec VEMS < 60% :,Traitement de fond de la BPCO avec VEMS inférieur à 60%. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Fluticasone/Salmeterol [SERETIDE],Contrôle des indications :,Pas d’antécédent :,Traitement de fond de l'asthme ou de la BPCO avec VEMS inférieur à 60%. A revoir l’indication.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Sertraline [ZOLOFT],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,"Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V), de TOC, de phobie sociale ou de trouble panique. Pas d’antécédent dans le dossier médical. Médicament hyponatrémiant (à surveiller chez le sujet âgé).",AAP,0,0,0,0,0,0,0,0,0,0,1
Sertraline [ZOLOFT],Contrôle des indications :,"Antécédent d'épisode dépressif majeur, de TOC, de Phobie Sociale ou de Trouble Panique : ",Prise en charge [d’un épisode dépressif majeur caractérisé / de Troubles Obsessionnels Compulsifs (TOC) / de Phobie Sociale / du Trouble Panique avec ou sans agoraphobie]. Médicament hyponatrémiant (à surveiller chez le sujet âgé). A poursuivre.,AAP,0,0,0,0,0,0,0,0,0,0,1
Sertraline [ZOLOFT],Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,AAP,0,0,0,0,0,0,0,0,0,0,1
Sertraline [ZOLOFT],Contrôle des intéractions médicamenteuses :,Co-prescription de tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].",AAP,0,0,0,0,0,0,0,0,0,0,1
SEVELAMER,,Patient hémodyalisé :,Prise en charge de l’hyperphosphorémie chez l’adulte. A poursuivre selon le dosage.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Simvastatine [ZOCOR],Contrôle des indications :,Prévention primaire (dyslipidémie) chez le plus de 80 ans :,"Absence de preuve formelle de l’efficacité des statines sur la réduction de la mortalité toutes causes chez les sujets âgés de plus de 80 ans à faible risque cardiovasculaire en prévention primaire. Effets indésirables musculo‐squelettiques (myalgies, myopathies, rhabdomyolyse), risque de diabète et d’atteintes hépatiques. Privilégier l’abstention thérapeutique.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Simvastatine [ZOCOR],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Simvastatine [ZOCOR],Contrôle des intéractions médicamenteuses :,"En association avec Diltiazem, Vérapamil, Amlodipine, Amiodarone ou Fluconazole :","Attention, risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse et dénutrition, par diminution du métabolisme hépatique de l'hypocholestérolémiant par le [Diltiazem / Vérapamil/ Amlodipine / Amiodarone / Fluconazole] (inhibition du CYP 3A4). Conduite à tenir : Revoir la balance bénéfice risque chez le MUPA, ne pas dépasser la posologie de 20 mg/j de simvastatine ou utiliser une autre statine non concernée par ce type d’interaction (ex : Rosuvastatine).",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Levodopa/Carbidopa [SINEMET],,Antécédent maladie de Parkinson :,"Prise en charge de la maladie de Parkinson. Médicament à l’origine d’hypotension orthostatique et, par conséquent, de chute. A prendre en compte. A poursuivre.",(À TRAITER),0,0,2,0,1,0,0,0,0,1,0
Sildenafil,,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Silodosine [UROREC  / SILODYX],Contrôle des indications :,Antécédent d’HBP :,"Prise en charge de l’hypertrophie bénigne de la prostate. Médicament à risque d’hypotension orthostatique et, par conséquent, de chutes. Vigilance.",(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Silodosine [UROREC  / SILODYX],Contrôle des intéractions médicamenteuses :,Co-prescription urapidil :,"L’utilisation concomitante de l’urapidil et du silodosine fait l’objet d’une association déconseillée (Thésaurus de l’ANSM, 2020) à cause d’une majoration de l'effet hypotenseur à risque d’hypotension orthostatique sévère.",(À TRAITER),0,0,0,0,0,0,0,0,0,1,0
Solifenacine [VESICARE],,Antcédent de fuite urinaire :,"Prise en charge symptomatique de la pollakiurie et/ou de l'impériosité urinaire et/ou de l'incontinence urinaire par impériosité pouvant s'observer en cas d'hyperactivité vésicale. Attention, médicament anticholinergique périphérique, une précaution d’emploi est à prendre en cas de constipation chronique. A reprendre si besoin.",(À TRAITER),1,0,0,0,0,0,0,0,0,0,0
Sotalol [SOTALEX],Contrôle des indications :,Antécédent d’arythmie sans précision :,"Prévention des récidives des troubles ventriculaires ou supraventriculaires documentés. A poursuivre sous surveillance. Attention un allongement du QT supérieur à 480 ms, impose une diminution/interruption du traitement [HAS FA 2018].",Réglé,0,0,0,1,0,0,0,0,1,0,0
